REGIONAL;SUPERVISOR;VENDEDOR;ROTA;CNPJ;FANTASIA;FORMA DE PAGAMENTO;SEM COMPRAR?;Nº PEDIDOS; MÉDIA FATURAMENTO LÍQ ; TKT MED ;% MARGEM CONTRIBUIÇÃO;R$ MARGEM DE CONTRIBUIÇÃO;FAIXA;LUCRO MEDIO;LATITUDE;LONGITUDE
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;135 - L82-TURURU-SEDE;832;MERCADINHO MONTEIRO;7 dias Boleto;-;2; R$ 546,02 ; R$ 273,01 ;18,45%; R$ 915,49 ;MÁXIMO (ACIMA DE R$ 200; R$ 121,53 ;-3.5985341;-39.434252
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;105 - L82-APUIARES-SEDE;834;SILVIA REGINA PINTO GOMES ME;A vista  + 10 dias;-;2; R$ 305,39 ; R$ 152,69 ;27,83%; R$ 1.120,83 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 106,52 ;-3.9482372;-39.4299494
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;250 - L82-ITAPAJE-SEDE ;835;MECANTIL O CHOCO ISMERINDO;A vista  + 10 dias;-;2; R$ 636,02 ; R$ 318,01 ;43,73%; R$ 4.785,50 ;MÁXIMO (ACIMA DE R$ 200; R$ 296,67 ;-3.6759809;-39.5827503
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;838;COMETA (ANTONIO SALES);Transferencia 50 dias;-;2; R$ 3.564,20 ; R$ 1.782,10 ;13,31%; R$ 9.584,29 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.071,22 ;-3.7440036;-38.5080673
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;255 - L82-IRAUCUBA-SEDE;839;MERCANTIL O RN;A vista  + 10 dias;-;2; R$ 911,90 ; R$ 455,95 ;39,24%; R$ 8.011,82 ;MÁXIMO (ACIMA DE R$ 200; R$ 407,28 ;-3.7467964;-39.7845656
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;130 - L81 - AUTO SERVICO 4;840;CANTINHO DAS FRUTAS - PIRAMBU;28 dias Boleto                                    ;-;2; R$ 1.359,87 ; R$ 679,94 ;31,77%; R$ 9.615,23 ;MÁXIMO (ACIMA DE R$ 200; R$ 559,55 ;-3.7128686;-38.5486857
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;105 - L82-APUIARES-SEDE;843;MERCANTIL O ERMINIO;14 dias Boleto;-;2; R$ 825,84 ; R$ 412,92 ;37,98%; R$ 6.753,46 ;MÁXIMO (ACIMA DE R$ 200; R$ 337,91 ;-3.9473912;-39.4307199
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;255 - L82-IRAUCUBA-SEDE;859;MERCEARIA RAISSA (JOSE GOMES);A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;38,77%; R$ 1.693,49 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7475743;-39.7827051
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;105 - L82-APUIARES-SEDE;861;VERONICA;A vista  + 10 dias;-;2; R$ 242,77 ; R$ 121,39 ;29,01%; R$ 897,56 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ 63,73 ;-3.9447388;-39.4288093
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;353 - L81 - AS - CENTERBOX 1;862;CENTERBOX - PRQ GENIBAU;30 dias Boleto;-;3; R$ 3.744,77 ; R$ 1.248,26 ;16,86%; R$ 12.023,89 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.207,16 ;-3.7566112;-38.6024185
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;110 - L82-G.SAMPAIO-SEDE ;870;MARIA BENEDITA MATIAS;A vista  + 10 dias;-;1; R$ 150,60 ; R$ 150,60 ;49,93%; R$ 1.180,85 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 89,00 ;-4.0506821;-39.4490475
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;120 - L82-S.LUIS CURU-SEDE;871;MARCADINHO VALTER;A vista  + 10 dias;-;1; R$ 401,39 ; R$ 401,39 ;38,06%; R$ 2.536,81 ;MÁXIMO (ACIMA DE R$ 200; R$ 131,25 ;-3.6689895;-39.2410403
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;100 - L82-PENTECOSTE-SEDE;872;MERCADINHO SANTA INES;A vista  + 10 dias;-;1; R$ 138,40 ; R$ 138,40 ;47,76%; R$ 1.287,85 ;MÍNIMO (R$ 130 À R$ 150); R$ 75,28 ;-3.7854347;-39.2627133
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;874;COMETA (JOAO CARLOS);Transferencia 50 dias;-;2; R$ 5.859,39 ; R$ 2.929,70 ;12,24%; R$ 11.257,57 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.882,03 ;-3.782635;-38.5538401
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;140 - L82-TRAIRI(SEDE)-D2-GUALDRAPAS;883;MERCADINHO O LOURO;A vista  + 10 dias;-;1; R$ 213,38 ; R$ 213,38 ;16,60%; R$ 1.200,08 ;MÁXIMO (ACIMA DE R$ 200; R$ 65,70 ;-3.2857885;-39.257595
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;140 - L81 - AUTO SERVICO 5;884;SUPER PORTUGAL - CIDADE DOS FUNC;30 dias Boleto;-;2; R$ 5.804,93 ; R$ 2.902,46 ;18,39%; R$ 14.375,56 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.523,37 ;-3.7899059;-38.495258
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;150 - L82-SGA-SEDE ;887;SUPERMERCADO GLAUBER;30 dias Boleto;-;2; R$ 2.875,60 ; R$ 1.437,80 ;21,06%; R$ 15.893,06 ;MÁXIMO (ACIMA DE R$ 200; R$ 907,43 ;-3.6105829;-38.9690799
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;892;MERCADINHO O CAPITAOZINHO;A vista  + 10 dias;-;1; R$ 295,47 ; R$ 295,47 ;9,09%; R$ 592,29 ;MÁXIMO (ACIMA DE R$ 200; R$ 120,56 ;-3.4866601;-39.5746966
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;135 - L82-TURURU-SEDE;896;SUPERMERCADO SEBASTIANA PATRICOLIA;7 dias Boleto;-;1; R$ 260,25 ; R$ 260,25 ;41,92%; R$ 2.010,65 ;MÁXIMO (ACIMA DE R$ 200; R$ 122,59 ;-3.5997067;-39.4351291
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;145 - L82-PARAIPABA(SEDE)+DISTRITOS ;897;LUANDA - PARAIPABA;14 dias Boleto;-;2; R$ 4.584,08 ; R$ 2.292,04 ;31,87%; R$ 41.234,05 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.755,49 ;-3.4382439;-39.1447423
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;130 - L81 - AUTO SERVICO 4;898;SANTA EDWIGES - JD GUANABARA - LJ 01;28 dias Boleto                                    ;-;3; R$ 3.401,85 ; R$ 1.133,95 ;26,00%; R$ 24.826,41 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.370,00 ;-3.7249377;-38.5890115
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;904;HUGO;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;35,22%; R$ 5.205,19 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.494152;-39.5783687
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;140 - L82-TRAIRI(SEDE)-D2-GUALDRAPAS;910;MERCADINHO RAUL;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;38,61%; R$ 925,88 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.2701146;-39.2633691
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;144 - L82-PARACURU(SEDE)+POCO DOCE;914;GERSON RODRIGUES BRAGA;A vista  + 10 dias;-;1; R$ 154,70 ; R$ 154,70 ;48,53%; R$ 2.305,16 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 82,94 ;-3.4088326;-39.0269646
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;931;MERCADINHO RAIMUNDINHO;21 dias Boleto;-;3; R$ 3.636,18 ; R$ 1.212,06 ;25,03%; R$ 20.836,37 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.541,28 ;-3.766361;-38.6211393
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;145 - L82-PARAIPABA(SEDE)+DISTRITOS ;938;PANIFICADORA M & M;7 dias Boleto;-;1; R$ 661,87 ; R$ 661,87 ;33,42%; R$ 1.708,30 ;MÁXIMO (ACIMA DE R$ 200; R$ 182,69 ;-3.4391156;-39.1485427
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;942;COMETA (ILDEFONSO ALBANO);Transferencia 50 dias;-;2; R$ 10.831,37 ; R$ 5.415,69 ;9,94%; R$ 16.954,74 ;MÁXIMO (ACIMA DE R$ 200; R$ 3.381,45 ;-3.7407932;-38.516113
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;255 - L82-IRAUCUBA-SEDE;947;MERCANTIL MATEUS E LILIANE;A vista  + 10 dias;-;2; R$ 300,87 ; R$ 150,43 ;34,10%; R$ 1.074,00 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 126,98 ;-3.7465951;-39.7828616
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;390 - L81 - AS - COMETA 3;950;COMETA (VILA VELHA);Transferencia 50 dias;-;2; R$ 15.324,73 ; R$ 7.662,37 ;16,91%; R$ 40.191,26 ;MÁXIMO (ACIMA DE R$ 200; R$ 4.769,77 ;-3.7233183;-38.5963513
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;954;COMETA (JOAQUIM FELICIO);Transferencia 50 dias;-;2; R$ 8.239,70 ; R$ 4.119,85 ;15,26%; R$ 19.759,11 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.658,94 ;-3.8301305;-38.4875383
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;390 - L81 - AS - COMETA 3;958;COMETA (PINTO MADEIRA);Transferencia 50 dias;-;2; R$ 10.885,76 ; R$ 5.442,88 ;15,65%; R$ 29.650,20 ;MÁXIMO (ACIMA DE R$ 200; R$ 3.354,23 ;-3.7338116;-38.5136501
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;110 - L82-G.SAMPAIO-SEDE ;962;NEGO;14 dias Boleto;-;1; R$ 391,69 ; R$ 391,69 ;40,27%; R$ 3.705,55 ;MÁXIMO (ACIMA DE R$ 200; R$ 190,53 ;-4.0531249;-39.4540368
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;390 - L81 - AS - COMETA 3;967;COMETA (J DA PENHA);Transferencia 50 dias;-;2; R$ 5.753,90 ; R$ 2.876,95 ;10,03%; R$ 9.291,90 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.783,12 ;-3.7374817;-38.5204755
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;353 - L81 - AS - CENTERBOX 1;972;CENTERBOX - CONCEITO;30 dias Boleto;-;3; R$ 3.424,46 ; R$ 1.141,49 ;7,75%; R$ 7.440,46 ;MÁXIMO (ACIMA DE R$ 200; R$ 944,12 ;-3.7424091;-38.4867581
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;976;COMETA (HENRIQUE JORGE);Transferencia 50 dias;-;2; R$ 5.798,99 ; R$ 2.899,49 ;11,69%; R$ 11.612,48 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.824,14 ;-3.7598094;-38.5861946
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;100 - L82-PENTECOSTE-SEDE;977;PADARIA MESA FARTA;A vista  + 10 dias;-;1; R$ 158,10 ; R$ 158,10 ;44,08%; R$ 1.395,48 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 73,50 ;-3.7907037;-39.2628486
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;101 - L82-PENTECOSTE-SERROTA;983;MERCADINHO O RICARDO;A vista  + 10 dias;-;1; R$ 359,93 ; R$ 359,93 ;23,56%; R$ 1.753,89 ;MÁXIMO (ACIMA DE R$ 200; R$ 105,28 ;-3.8579326;-39.3375953
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;390 - L81 - AS - COMETA 3;989;COMETA (CASTELO BRANCO);Transferencia 50 dias;-;2; R$ 12.898,53 ; R$ 6.449,26 ;18,85%; R$ 37.856,36 ;MÁXIMO (ACIMA DE R$ 200; R$ 4.052,45 ;-3.7049139;-38.5780082
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;140 - L82-TRAIRI(SEDE)-D2-GUALDRAPAS;994;SAO MATHEUS;A vista  + 10 dias;-;1; R$ 167,16 ; R$ 167,16 ;41,31%; R$ 1.284,69 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 70,14 ;-3.423078;-39.2911099
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;996;MERCADINHO RIGO;7 dias Boleto;-;2; R$ 362,49 ; R$ 181,25 ;22,50%; R$ 1.593,41 ;REGULAR (R$ 180 À R$ 200); R$ 103,28 ;-3.4891111;-39.5786631
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;115 - L82-TEJUCUOCA-SEDE ;1003;SUPERMERCADO PIONEIRO;A vista  + 10 dias;-;1; R$ 200,17 ; R$ 200,17 ;49,33%; R$ 1.178,10 ;MÁXIMO (ACIMA DE R$ 200; R$ 108,06 ;-3.9883363;-39.5770569
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;1004;COMETA (WALDIR DIOGO);Transferencia 50 dias;-;2; R$ 7.130,23 ; R$ 3.565,12 ;15,40%; R$ 20.452,78 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.239,07 ;-3.8009513;-38.586656
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;1006;COMETA (FREI CIRILO);Transferencia 50 dias;-;2; R$ 6.817,19 ; R$ 3.408,60 ;8,99%; R$ 9.111,17 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.058,02 ;-3.8194034;-38.4963739
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;1011;COMETA (MARACANAU);Transferencia 50 dias;-;2; R$ 6.592,70 ; R$ 3.296,35 ;12,71%; R$ 16.009,07 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.065,18 ;-3.8819005;-38.62523
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;1017;MERCADINHO O MIMI;A vista  + 10 dias;-;2; R$ 988,17 ; R$ 494,08 ;38,08%; R$ 7.920,54 ;MÁXIMO (ACIMA DE R$ 200; R$ 437,99 ;-3.4868783;-39.6118767
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;140 - L82-TRAIRI(SEDE)-D2-GUALDRAPAS;1021;PANIFICADORA DELIPAN;A vista  + 10 dias;-;1; R$ 386,10 ; R$ 386,10 ;39,59%; R$ 2.926,80 ;MÁXIMO (ACIMA DE R$ 200; R$ 174,52 ;-3.2701099;-39.2692517
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;1025;COMETA (JULIO LIMA);Transferencia 50 dias;-;3; R$ 8.463,08 ; R$ 2.821,03 ;13,95%; R$ 21.165,25 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.687,96 ;-3.7960364;-38.4990562
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;1034;COMETA (JOSE WALTER 01);Transferencia 50 dias;-;2; R$ 6.170,02 ; R$ 3.085,01 ;12,19%; R$ 13.043,99 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.946,81 ;-3.83055313;-38.56049735
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;1040;MERCADINHO CAXIADO;A vista;-;2; R$ 243,12 ; R$ 121,56 ;41,12%; R$ 2.358,91 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ 109,67 ;-3.6886175;-38.6576348
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;1043;COMETA (SERRINHA);Transferencia 50 dias;-;2; R$ 4.386,82 ; R$ 2.193,41 ;9,38%; R$ 8.702,30 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.437,40 ;-3.787502;-38.547114
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;120 - L82-S.LUIS CURU-SEDE;1044;SUPERMERCADO PINHEIRO;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;34,40%; R$ 1.388,42 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.6712194;-39.2356275
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;220 - L82-MARCO-SEDE ;1048;BR FRUTAS;A vista  + 10 dias;-;1; R$ 163,80 ; R$ 163,80 ;37,43%; R$ 1.912,75 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 64,98 ;-3.1240278;-40.1498322
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;1049;COMETA (OLIVEIRA PAIVA);Transferencia 50 dias;-;2; R$ 3.673,49 ; R$ 1.836,75 ;6,12%; R$ 5.152,69 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.147,51 ;-3.7955137;-38.4901664
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;120 - L82-S.LUIS CURU-SEDE;1050;MERCADINHO DANIELLY;A vista  + 10 dias;-;1; R$ 183,33 ; R$ 183,33 ;42,11%; R$ 1.621,00 ;REGULAR (R$ 180 À R$ 200); R$ 85,67 ;-3.6726197;-39.2399271
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;144 - L82-PARACURU(SEDE)+POCO DOCE;1051;MERCADINHO C E G;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;46,80%; R$ 1.277,37 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.4429617;-39.1073454
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;1057;PANIFICADORA PINHO;A vista  + 10 dias;-;2; R$ 358,50 ; R$ 179,25 ;41,79%; R$ 2.343,34 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 157,37 ;-3.489918;-39.574781
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;390 - L81 - AS - COMETA 3;1058;COMETA (VIRGILIO TAVORA);Transferencia 50 dias;-;2; R$ 5.706,26 ; R$ 2.853,13 ;12,25%; R$ 11.403,32 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.755,47 ;-3.7344387;-38.4922603
